x,y,z
-1307.821922,695.121427,4000
-1314.140841,684.8178225,4000
-1320.366056,674.4652232,4000
-1326.497118,664.0643698,4000
-1332.533586,653.6160063,4000
-1338.475026,643.1208802,4000
-1344.321011,632.5797424,4000
-1350.071118,621.9933469,4000
-1355.724935,611.3624511,4000
-1361.282053,600.6878155,4000
-1366.742072,589.9702039,4000
-1372.1046,579.2103828,4000
-1377.369249,568.4091221,4000
-1382.535641,557.5671945,4000
-1387.603402,546.6853757,4000
-1392.572167,535.764444,4000
-1397.441579,524.8051809,4000
-1402.211284,513.8083703,4000
-1406.880941,502.774799,4000
-1411.45021,491.7052563,4000
-1415.918763,480.600534,4000
-1420.286277,469.4614268,4000
-1424.552437,458.2887313,4000
-1428.716934,447.0832471,4000
-1432.779467,435.8457756,4000
-1436.739742,424.5771208,4000
-1440.597474,413.2780889,4000
-1444.352382,401.9494883,4000
-1448.004197,390.5921293,4000
-1451.552652,379.2068246,4000
-1454.99749,367.7943886,4000
-1458.338464,356.3556377,4000
-1461.575329,344.8913904,4000
-1464.707852,333.4024667,4000
-1467.735805,321.8896886,4000
-1470.658968,310.3538797,4000
-1473.47713,298.7958654,4000
-1476.190084,287.2164725,4000
-1478.797634,275.6165293,4000
-1481.29959,263.9968658,4000
-1483.695769,252.3583133,4000
-1485.985997,240.7017043,4000
-1488.170107,229.0278729,4000
-1490.247939,217.3376541,4000
-1492.219341,205.6318844,4000
-1494.084169,193.911401,4000
-1495.842286,182.1770427,4000
-1497.493563,170.4296488,4000
-1499.037877,158.6700597,4000
-1500.475117,146.8991169,4000
-1501.805174,135.1176623,4000
-1503.027951,123.3265388,4000
-1504.143356,111.5265901,4000
-1505.151307,99.71866023,4000
-1506.051728,87.90359403,4000
-1506.844551,76.08223674,4000
-1507.529715,64.25543409,4000
-1508.107169,52.42403219,4000
-1508.576866,40.58887748,4000
-1508.938772,28.75081667,4000
-1509.192855,16.91069668,4000
-1509.339094,5.069364566,4000
-1509.377475,-6.772332509,4000
-1509.307992,-18.61354737,4000
-1509.130647,-30.45343287,4000
-1508.845448,-42.29114197,4000
-1508.452412,-54.12582776,4000
-1507.951563,-65.95664356,4000
-1507.342935,-77.78274298,4000
-1506.626567,-89.60327994,4000
-1505.802506,-101.4174088,4000
-1504.870809,-113.2242843,4000
-1503.831537,-125.0230618,4000
-1502.684762,-136.8128971,4000
-1501.430562,-148.5929469,4000
-1500.069024,-160.3623683,4000
-1498.60024,-172.1203192,4000
-1497.024313,-183.8659586,4000
-1495.341351,-195.5984461,4000
-1493.551472,-207.3169422,4000
-1491.654799,-219.0206088,4000
-1489.651465,-230.7086084,4000
-1487.54161,-242.3801048,4000
-1485.32538,-254.034263,4000
-1483.00293,-265.6702493,4000
-1480.574424,-277.2872312,4000
-1478.040031,-288.8843776,4000
-1475.399928,-300.4608588,4000
-1472.654301,-312.0158465,4000
-1469.803343,-323.5485142,4000
-1466.847254,-335.0580366,4000
-1463.786242,-346.5435904,4000
-1460.620521,-358.0043539,4000
-1457.350316,-369.4395071,4000
-1453.975855,-380.8482319,4000
-1450.497378,-392.2297122,4000
-1446.915128,-403.5831335,4000
-1443.229359,-414.9076838,4000
-1439.44033,-426.2025527,4000
-1435.54831,-437.4669322,4000
-1431.553572,-448.7000164,4000
-1427.456399,-459.9010017,4000
-1423.25708,-471.0690867,4000
-1418.955912,-482.2034724,4000
-1414.553199,-493.3033622,4000
-1410.049253,-504.3679619,4000
-1405.444391,-515.39648,4000
-1400.73894,-526.3881275,4000
-1395.933233,-537.3421179,4000
-1391.027609,-548.2576677,4000
-1386.022416,-559.1339957,4000
-1380.918009,-569.9703239,4000
-1375.714749,-580.7658771,4000
-1370.413004,-591.5198829,4000
-1365.013151,-602.2315718,4000
-1359.515571,-612.9001775,4000
-1353.920655,-623.5249368,4000
-1348.228799,-634.1050895,4000
-1342.440407,-644.6398787,4000
-1336.555889,-655.1285507,4000
-1330.575663,-665.5703549,4000
-1324.500153,-675.9645445,4000
-1318.329789,-686.3103758,4000
-1312.06501,-696.6071085,4000
-1305.706261,-706.854006,4000
-1299.253992,-717.0503352,4000
-1292.708662,-727.1953666,4000
-1286.070736,-737.2883744,4000
-1279.340684,-747.3286364,4000
-1272.518985,-757.3154344,4000
-1265.606123,-767.2480538,4000
-1258.602589,-777.1257841,4000
-1251.508881,-786.9479184,4000
-1244.325502,-796.7137542,4000
-1237.052964,-806.4225926,4000
-1229.691782,-816.0737391,4000
-1222.242481,-825.6665032,4000
-1214.705589,-835.2001986,4000
-1207.081642,-844.6741431,4000
-1199.371183,-854.087659,4000
-1191.574759,-863.4400728,4000
-1183.692924,-872.7307153,4000
-1175.72624,-881.9589219,4000
-1167.675273,-891.1240323,4000
-1159.540595,-900.2253908,4000
-1151.322784,-909.2623462,4000
-1143.022427,-918.234252,4000
-1134.640112,-927.1404663,4000
-1126.176436,-935.9803519,4000
-1117.632002,-944.7532762,4000
-1109.007417,-953.4586117,4000
-1100.303295,-962.0957356,4000
-1091.520256,-970.6640298,4000
-1082.658924,-979.1628813,4000
-1073.71993,-987.5916822,4000
-1064.703912,-995.9498293,4000
-1055.611509,-1004.236725,4000
-1046.44337,-1012.451775,4000
-1037.200147,-1020.594394,4000
-1027.882499,-1028.663997,4000
-1018.491088,-1036.660008,4000
-1009.026584,-1044.581854,4000
-999.4896603,-1052.42897,4000
-989.8809963,-1060.200792,4000
-980.2012763,-1067.896766,4000
-970.4511896,-1075.516341,4000
-960.6314307,-1083.058971,4000
-950.7426992,-1090.524118,4000
-940.7856993,-1097.911245,4000
-930.7611404,-1105.219827,4000
-920.6697368,-1112.449338,4000
-910.5122073,-1119.599263,4000
-900.2892757,-1126.669089,4000
-890.0016703,-1133.658311,4000
-879.6501244,-1140.566428,4000
-869.2353754,-1147.392947,4000
-858.7581656,-1154.137379,4000
-848.2192417,-1160.799241,4000
-837.6193548,-1167.378057,4000
-826.9592605,-1173.873357,4000
-816.2397184,-1180.284674,4000
-805.4614928,-1186.611551,4000
-794.6253519,-1192.853535,4000
-783.7320682,-1199.01018,4000
-772.7824183,-1205.081044,4000
-761.7771829,-1211.065694,4000
-750.7171466,-1216.963701,4000
-739.603098,-1222.774643,4000
-728.4358295,-1228.498105,4000
-717.2161374,-1234.133677,4000
-705.9448219,-1239.680956,4000
-694.6226867,-1245.139545,4000
-683.2505392,-1250.509053,4000
-671.8291904,-1255.789096,4000
-660.3594551,-1260.979297,4000
-648.8421512,-1266.079283,4000
-637.2781002,-1271.088691,4000
-625.668127,-1276.007162,4000
-614.0130597,-1280.834343,4000
-602.3137299,-1285.569889,4000
-590.570972,-1290.213463,4000
-578.7856239,-1294.76473,4000
-566.9585263,-1299.223366,4000
-555.0905231,-1303.589052,4000
-543.1824611,-1307.861475,4000
-531.2351898,-1312.04033,4000
-519.2495619,-1316.125317,4000
-507.2264325,-1320.116145,4000
-495.1666597,-1324.012527,4000
-483.071104,-1327.814185,4000
-470.9406286,-1331.520847,4000
-458.7760993,-1335.132248,4000
-446.5783843,-1338.648129,4000
-434.3483542,-1342.068239,4000
-422.0868818,-1345.392333,4000
-409.7948424,-1348.620172,4000
-397.4731134,-1351.751528,4000
-385.1225743,-1354.786174,4000
-372.7441068,-1357.723894,4000
-360.3385946,-1360.564478,4000
-347.9069233,-1363.307722,4000
-335.4499804,-1365.953431,4000
-322.9686553,-1368.501414,4000
-310.4638392,-1370.95149,4000
-297.9364249,-1373.303484,4000
-285.3873068,-1375.557226,4000
-272.8173812,-1377.712555,4000
-260.2275454,-1379.769319,4000
-247.6186986,-1381.727368,4000
-234.9917412,-1383.586564,4000
-222.347575,-1385.346772,4000
-209.687103,-1387.007868,4000
-197.0112293,-1388.569732,4000
-184.3208593,-1390.032252,4000
-171.6168994,-1391.395324,4000
-158.900257,-1392.65885,4000
-146.1718405,-1393.82274,4000
-133.4325589,-1394.886911,4000
-120.6833225,-1395.851286,4000
-107.9250418,-1396.715796,4000
-95.15862835,-1397.480379,4000
-82.38499417,-1398.144981,4000
-69.60505184,-1398.709554,4000
-56.81971443,-1399.174058,4000
-44.02989541,-1399.538459,4000
-31.23650862,-1399.802731,4000
-18.44046817,-1399.966856,4000
-5.642688389,-1400.030821,4000
7.155916231,-1399.994622,4000
19.95443112,-1399.858262,4000
32.75194167,-1399.621749,4000
45.54753333,-1399.285102,4000
58.34029165,-1398.848344,4000
71.12930236,-1398.311506,4000
83.91365141,-1397.674627,4000
96.69242508,-1396.937752,4000
109.46471,-1396.100934,4000
122.2295932,-1395.164233,4000
134.9861623,-1394.127716,4000
147.7335055,-1392.991456,4000
160.4707114,-1391.755535,4000
173.1968695,-1390.420042,4000
185.9110701,-1388.985072,4000
198.6124042,-1387.450728,4000
211.2999637,-1385.817119,4000
223.9728416,-1384.084362,4000
236.6301316,-1382.252581,4000
249.2709289,-1380.321908,4000
261.8943296,-1378.292479,4000
274.4994309,-1376.164442,4000
287.0853316,-1373.937946,4000
299.6511317,-1371.613153,4000
312.1959324,-1369.190227,4000
324.7188367,-1366.669344,4000
337.218949,-1364.050682,4000
349.6953752,-1361.334429,4000
362.1472231,-1358.520779,4000
374.5736019,-1355.609934,4000
386.9736229,-1352.602102,4000
399.3463991,-1349.497499,4000
411.6910454,-1346.296345,4000
424.0066788,-1342.99887,4000
436.2924183,-1339.60531,4000
448.5473849,-1336.115908,4000
460.7707018,-1332.530914,4000
472.9614946,-1328.850583,4000
485.1188911,-1325.075179,4000
497.2420214,-1321.204973,4000
509.330018,-1317.24024,4000
521.382016,-1313.181266,4000
533.397153,-1309.028339,4000
545.3745692,-1304.781757,4000
557.3134074,-1300.441824,4000
569.2128133,-1296.00885,4000
581.0719351,-1291.483153,4000
592.8899243,-1286.865056,4000
604.6659348,-1282.15489,4000
616.3991238,-1277.352991,4000
628.0886515,-1272.459703,4000
639.7336811,-1267.475376,4000
651.333379,-1262.400367,4000
662.8869148,-1257.235039,4000
674.3934615,-1251.979761,4000
685.8521951,-1246.634909,4000
697.2622953,-1241.200866,4000
708.6229453,-1235.678019,4000
719.9333314,-1230.066766,4000
731.1926439,-1224.367506,4000
742.4000765,-1218.580647,4000
753.5548266,-1212.706605,4000
764.6560954,-1206.745797,4000
775.7030879,-1200.698652,4000
786.6950128,-1194.565602,4000
797.631083,-1188.347086,4000
808.5105151,-1182.043547,4000
819.3325298,-1175.655438,4000
830.0963519,-1169.183216,4000
840.8012104,-1162.627343,4000
851.4463383,-1155.988288,4000
862.030973,-1149.266526,4000
872.5543563,-1142.462539,4000
883.015734,-1135.576813,4000
893.4143566,-1128.60984,4000
903.749479,-1121.56212,4000
914.0203606,-1114.434155,4000
924.2262653,-1107.226457,4000
934.3664618,-1099.93954,4000
944.4402232,-1092.573927,4000
954.4468276,-1085.130143,4000
964.3855576,-1077.608722,4000
974.2557009,-1070.010202,4000
984.05655,-1062.335126,4000
993.7874022,-1054.584044,4000
1003.44756,-1046.757509,4000
1013.03633,-1038.856082,4000
1022.553026,-1030.880328,4000
1031.996965,-1022.830818,4000
1041.36747,-1014.708127,4000
1050.663868,-1006.512837,4000
1059.885493,-998.2455338,4000
1069.031684,-989.906809,4000
1078.101785,-981.4972592,4000
1087.095144,-973.017486,4000
1096.011117,-964.4680961,4000
1104.849065,-955.849701,4000
1113.608352,-947.1629174,4000
1122.288352,-938.4083668,4000
1130.88844,-929.5866754,4000
1139.407999,-920.6984744,4000
1147.846419,-911.7443996,4000
1156.203093,-902.7250917,4000
1164.477422,-893.6411958,4000
1172.668812,-884.493362,4000
1180.776675,-875.2822446,4000
1188.800428,-866.0085027,4000
1196.739496,-856.6727996,4000
1204.593309,-847.2758034,4000
1212.361302,-837.8181862,4000
1220.042917,-828.3006247,4000
1227.637604,-818.7237999,4000
1235.144816,-809.0883968,4000
1242.564014,-799.3951048,4000
1249.894665,-789.6446174,4000
1257.136242,-779.8376321,4000
1264.288226,-769.9748507,4000
1271.350101,-760.0569786,4000
1278.321361,-750.0847255,4000
1285.201505,-740.0588048,4000
1291.990037,-729.9799337,4000
1298.68647,-719.8488334,4000
1305.290322,-709.6662287,4000
1311.801118,-699.432848,4000
1318.218391,-689.1494235,4000
1324.541677,-678.8166909,4000
1330.770524,-668.4353894,4000
1336.904481,-658.0062617,4000
1342.943109,-647.530054,4000
1348.885972,-637.0075158,4000
1354.732643,-626.4393999,4000
1360.4827,-615.8264624,4000
1366.13573,-605.1694625,4000
1371.691325,-594.4691627,4000
1377.149086,-583.7263286,4000
1382.508619,-572.9417287,4000
1387.769539,-562.1161345,4000
1392.931465,-551.2503207,4000
1397.994026,-540.3450645,4000
1402.956856,-529.4011462,4000
1407.819599,-518.4193487,4000
1412.581903,-507.4004577,4000
1417.243425,-496.3452616,4000
1421.803828,-485.2545513,4000
1426.262784,-474.1291202,4000
1430.61997,-462.9697644,4000
1434.875071,-451.7772821,4000
1439.02778,-440.5524742,4000
1443.077798,-429.2961437,4000
1447.024832,-418.009096,4000
1450.868595,-406.6921385,4000
1454.60881,-395.3460809,4000
1458.245207,-383.9717351,4000
1461.777522,-372.5699146,4000
1465.2055,-361.1414354,4000
1468.528892,-349.6871149,4000
1471.747457,-338.2077728,4000
1474.860962,-326.7042303,4000
1477.869181,-315.1773104,4000
1480.771895,-303.6278377,4000
1483.568895,-292.0566387,4000
1486.259976,-280.4645411,4000
1488.844942,-268.8523743,4000
1491.323606,-257.2209691,4000
1493.695788,-245.5711576,4000
1495.961313,-233.9037734,4000
1498.120017,-222.2196512,4000
1500.171743,-210.5196268,4000
1502.116339,-198.8045375,4000
1503.953664,-187.0752213,4000
1505.683582,-175.3325174,4000
1507.305968,-163.5772659,4000
1508.8207,-151.8103079,4000
1510.227668,-140.0324853,4000
1511.526768,-128.2446406,4000
1512.717903,-116.4476172,4000
1513.800985,-104.6422592,4000
1514.775932,-92.8294112,4000
1515.642672,-81.00991829,4000
1516.401139,-69.18462613,4000
1517.051276,-57.35438076,4000
1517.593032,-45.52002858,4000
1518.026365,-33.68241627,4000
1518.351241,-21.84239076,4000
1518.567633,-10.00079915,4000
1518.675523,1.841511353,4000
1518.674898,13.68369348,4000
1518.565756,25.52489999,4000
1518.3481,37.3642837,4000
1518.021943,49.20099754,4000
1517.587305,61.03419466,4000
1517.044213,72.86302844,4000
1516.392702,84.68665259,4000
1515.632815,96.50422118,4000
1514.764604,108.3148887,4000
1513.788127,120.1178102,4000
1512.70345,131.9121411,4000
1511.510647,143.6970378,4000
1510.2098,155.4716569,4000
1508.800998,167.2351561,4000
1507.284339,178.9866938,4000
1505.659927,190.7254291,4000
1503.927875,202.4505223,4000
1502.088303,214.1611344,4000
1500.14134,225.8564275,4000
1498.08712,237.5355651,4000
1495.925788,249.1977113,4000
1493.657494,260.842032,4000
1491.282396,272.4676939,4000
1488.800662,284.0738653,4000
1486.212465,295.6597158,4000
1483.517986,307.2244165,4000
1480.717415,318.7671399,4000
1477.810948,330.2870604,4000
1474.79879,341.7833535,4000
1471.681153,353.2551969,4000
1468.458255,364.7017697,4000
1465.130323,376.1222531,4000
1461.697593,387.5158298,4000
1458.160306,398.8816847,4000
1454.518711,410.2190047,4000
1450.773066,421.5269786,4000
1446.923634,432.8047974,4000
1442.970687,444.0516541,4000
1438.914504,455.2667441,4000
1434.755373,466.449265,4000
1430.493586,477.5984167,4000
1426.129445,488.7134015,4000
1421.663259,499.7934243,4000
1417.095343,510.8376921,4000
1412.426021,521.845415,4000
1407.655623,532.8158052,4000
1402.784486,543.748078,4000
1397.812955,554.6414511,4000
1392.741383,565.4951451,4000
1387.570128,576.3083836,4000
1382.299557,587.0803927,4000
1376.930043,597.810402,4000
1371.461967,608.4976435,4000
1365.895716,619.1413528,4000
1360.231685,629.7407682,4000
1354.470275,640.2951315,4000
1348.611895,650.8036874,4000
1342.656961,661.2656841,4000
1336.605895,671.6803731,4000
1330.459126,682.0470093,4000
1324.21709,692.3648509,4000
1317.88023,702.6331598,4000
1311.448996,712.8512012,4000
1304.923845,723.0182441,4000
1298.305239,733.133561,4000
1291.59365,743.1964282,4000
1284.789552,753.2061259,4000
1277.89343,763.1619377,4000
1270.905773,773.0631513,4000
1263.827078,782.9090584,4000
1256.657847,792.6989546,4000
1249.39859,802.4321393,4000
1242.049823,812.1079161,4000
1234.612067,821.7255929,4000
1227.085853,831.2844814,4000
1219.471713,840.7838977,4000
1211.77019,850.2231622,4000
1203.981832,859.6015996,4000
1196.107191,868.9185387,4000
1188.146829,878.1733131,4000
1180.10131,887.3652605,4000
1171.971207,896.4937232,4000
1163.757098,905.5580482,4000
1155.459568,914.5575869,4000
1147.079207,923.4916954,4000
1138.61661,932.3597344,4000
1130.07238,941.1610696,4000
1121.447126,949.8950711,4000
1112.741459,958.5611141,4000
1103.956001,967.1585784,4000
1095.091376,975.6868491,4000
1086.148215,984.1453158,4000
1077.127154,992.5333734,4000
1068.028836,1000.850422,4000
1058.853909,1009.095866,4000
1049.603025,1017.269115,4000
1040.276843,1025.369586,4000
1030.876027,1033.396698,4000
1021.401246,1041.349877,4000
1011.853175,1049.228554,4000
1002.232494,1057.032165,4000
992.5398884,1064.760152,4000
982.7760478,1072.411962,4000
972.9416678,1079.987047,4000
963.0374488,1087.484866,4000
953.0640964,1094.904882,4000
943.022321,1102.246564,4000
932.9128379,1109.509387,4000
922.7363672,1116.692831,4000
912.4936341,1123.796382,4000
902.1853682,1130.819533,4000
891.812304,1137.761779,4000
881.3751807,1144.622625,4000
870.8747419,1151.401581,4000
860.3117359,1158.098159,4000
849.6869155,1164.711883,4000
839.001038,1171.242278,4000
828.2548648,1177.688877,4000
817.4491619,1184.051219,4000
806.5846996,1190.328848,4000
795.6622521,1196.521316,4000
784.6825983,1202.62818,4000
773.6465206,1208.649002,4000
762.554806,1214.583352,4000
751.4082451,1220.430804,4000
740.2076327,1226.190942,4000
728.9537674,1231.863352,4000
717.6474516,1237.447628,4000
706.2894915,1242.943372,4000
694.880697,1248.350189,4000
683.4218817,1253.667694,4000
671.9138627,1258.895505,4000
660.3574608,1264.033248,4000
648.7535002,1269.080556,4000
637.1028084,1274.037068,4000
625.4062166,1278.902429,4000
613.6645589,1283.67629,4000
601.878673,1288.358312,4000
590.0493995,1292.948157,4000
578.1775823,1297.445498,4000
566.2640683,1301.850013,4000
554.3097074,1306.161387,4000
542.3153526,1310.379312,4000
530.2818596,1314.503485,4000
